ID_CLIENTE,SAFRA_REF,INADIMPLENTE
1276604410881911401,2021-10-01,0.32
1276604410881911401,2021-10-01,0.19
1276604410881911401,2021-10-01,0.32
1276604410881911401,2021-10-01,0.25
1276604410881911401,2021-10-01,0.25
1276604410881911401,2021-10-01,0.4
1276604410881911401,2021-10-01,0.4
1276604410881911401,2021-10-01,0.25
1276604410881911401,2021-11-01,0.24
1276604410881911401,2021-11-01,0.42
1276604410881911401,2021-11-01,0.24
8123515208041701633,2021-07-01,0.37
8123515208041701633,2021-07-01,0.34
8123515208041701633,2021-07-01,0.35
8123515208041701633,2021-07-01,0.34
8123515208041701633,2021-08-01,0.98
8123515208041701633,2021-08-01,0.33
8123515208041701633,2021-08-01,0.32
8123515208041701633,2021-08-01,0.22
8123515208041701633,2021-08-01,0.22
8123515208041701633,2021-08-01,0.23
8123515208041701633,2021-09-01,0.81
8123515208041701633,2021-10-01,0.35
8123515208041701633,2021-10-01,0.83
8123515208041701633,2021-10-01,0.25
8123515208041701633,2021-10-01,0.25
8123515208041701633,2021-11-01,0.3
8123515208041701633,2021-11-01,0.29
8123515208041701633,2021-11-01,0.29
8123515208041701633,2021-11-01,0.25
8123515208041701633,2021-11-01,0.28
4530631557358349711,2021-07-01,0.39
4530631557358349711,2021-07-01,0.34
4530631557358349711,2021-08-01,0.14
4530631557358349711,2021-08-01,0.14
4530631557358349711,2021-08-01,0.17
4530631557358349711,2021-08-01,0.19
4530631557358349711,2021-09-01,0.27
4530631557358349711,2021-09-01,0.24
4530631557358349711,2021-09-01,0.3
4530631557358349711,2021-10-01,0.22
4530631557358349711,2021-10-01,0.22
4530631557358349711,2021-11-01,0.22
4530631557358349711,2021-11-01,0.25
3668905663669864663,2021-07-01,0.15
3668905663669864663,2021-07-01,0.14
3668905663669864663,2021-07-01,0.14
3668905663669864663,2021-08-01,0.18
3668905663669864663,2021-08-01,0.69
3668905663669864663,2021-08-01,0.18
3668905663669864663,2021-08-01,0.13
3668905663669864663,2021-09-01,0.14
3668905663669864663,2021-09-01,0.14
3668905663669864663,2021-10-01,0.14
3668905663669864663,2021-10-01,0.31
3668905663669864663,2021-11-01,0.62
3668905663669864663,2021-11-01,0.27
3668905663669864663,2021-11-01,0.28
7041489327620930099,2021-07-01,0.47
7041489327620930099,2021-07-01,0.41
7041489327620930099,2021-07-01,0.49
7041489327620930099,2021-08-01,0.2
7041489327620930099,2021-08-01,0.26
7041489327620930099,2021-09-01,0.41
7041489327620930099,2021-10-01,0.43
7041489327620930099,2021-11-01,0.43
3118152790263512426,2021-07-01,0.14
3118152790263512426,2021-07-01,0.17
3118152790263512426,2021-07-01,0.08
3118152790263512426,2021-07-01,0.08
3118152790263512426,2021-07-01,0.08
3118152790263512426,2021-07-01,0.07
3118152790263512426,2021-08-01,0.13
3118152790263512426,2021-08-01,0.19
3118152790263512426,2021-08-01,0.18
3118152790263512426,2021-08-01,0.18
3118152790263512426,2021-08-01,0.18
3118152790263512426,2021-08-01,0.18
3118152790263512426,2021-09-01,0.11
3118152790263512426,2021-09-01,0.12
3118152790263512426,2021-09-01,0.1
3118152790263512426,2021-09-01,0.1
3118152790263512426,2021-10-01,0.16
3118152790263512426,2021-10-01,0.12
3118152790263512426,2021-10-01,0.09
3118152790263512426,2021-10-01,0.1
3118152790263512426,2021-10-01,0.12
3118152790263512426,2021-11-01,0.54
3118152790263512426,2021-11-01,0.47
3118152790263512426,2021-11-01,0.47
3118152790263512426,2021-11-01,0.45
3118152790263512426,2021-11-01,0.44
1366416810235233769,2021-07-01,0.11
1366416810235233769,2021-07-01,0.13
1366416810235233769,2021-07-01,0.08
1366416810235233769,2021-07-01,0.82
1366416810235233769,2021-07-01,0.14
1366416810235233769,2021-07-01,0.14
1366416810235233769,2021-07-01,0.04
1366416810235233769,2021-07-01,0.06
1366416810235233769,2021-08-01,0.07
1366416810235233769,2021-10-01,0.21
1366416810235233769,2021-10-01,0.19
1366416810235233769,2021-10-01,0.33
1366416810235233769,2021-10-01,0.27
1366416810235233769,2021-11-01,0.79
1366416810235233769,2021-11-01,0.28
1366416810235233769,2021-11-01,0.15
4395946187332973749,2021-07-01,0.38
4395946187332973749,2021-08-01,0.11
4395946187332973749,2021-09-01,0.07
4395946187332973749,2021-11-01,0.13
1299146298565441811,2021-07-01,0.21
1299146298565441811,2021-07-01,0.04
1299146298565441811,2021-07-01,0.04
1299146298565441811,2021-08-01,0.1
1299146298565441811,2021-08-01,0.12
1299146298565441811,2021-09-01,0.19
1299146298565441811,2021-10-01,0.78
1299146298565441811,2021-10-01,0.34
1299146298565441811,2021-11-01,0.2
1299146298565441811,2021-11-01,0.11
4052557282157719526,2021-07-01,0.32
4052557282157719526,2021-07-01,0.35
4052557282157719526,2021-08-01,0.39
4052557282157719526,2021-08-01,0.44
4052557282157719526,2021-09-01,0.31
4052557282157719526,2021-09-01,0.29
4052557282157719526,2021-09-01,0.29
4052557282157719526,2021-10-01,0.34
4052557282157719526,2021-10-01,0.27
4052557282157719526,2021-10-01,0.3
4052557282157719526,2021-10-01,0.32
4052557282157719526,2021-10-01,0.29
6795467882769787169,2021-07-01,0.37
6795467882769787169,2021-07-01,0.32
6795467882769787169,2021-07-01,0.32
6795467882769787169,2021-08-01,0.65
6795467882769787169,2021-08-01,0.24
6795467882769787169,2021-08-01,0.24
6795467882769787169,2021-09-01,0.47
6795467882769787169,2021-09-01,0.22
6795467882769787169,2021-09-01,0.21
6795467882769787169,2021-09-01,0.25
6795467882769787169,2021-10-01,0.26
6795467882769787169,2021-10-01,0.29
6795467882769787169,2021-10-01,0.35
6795467882769787169,2021-10-01,0.36
6795467882769787169,2021-10-01,0.36
6795467882769787169,2021-10-01,0.36
6795467882769787169,2021-11-01,0.4
6795467882769787169,2021-11-01,0.66
6795467882769787169,2021-11-01,0.4
6795467882769787169,2021-11-01,0.43
2550506309527280168,2021-10-01,0.2
2550506309527280168,2021-10-01,0.18
2550506309527280168,2021-10-01,0.23
8724731934863284019,2021-07-01,0.28
8724731934863284019,2021-07-01,0.28
8724731934863284019,2021-07-01,0.28
8724731934863284019,2021-07-01,0.45
8724731934863284019,2021-07-01,0.44
8724731934863284019,2021-07-01,0.29
8724731934863284019,2021-08-01,0.39
8724731934863284019,2021-09-01,0.32
8724731934863284019,2021-09-01,0.32
8724731934863284019,2021-09-01,0.5
8724731934863284019,2021-09-01,0.5
8724731934863284019,2021-10-01,0.33
8724731934863284019,2021-10-01,0.43
8724731934863284019,2021-10-01,0.35
8724731934863284019,2021-10-01,0.41
8724731934863284019,2021-11-01,0.7
8724731934863284019,2021-11-01,0.85
8724731934863284019,2021-11-01,0.63
8724731934863284019,2021-11-01,0.63
314309872114206760,2021-07-01,0.19
314309872114206760,2021-07-01,0.19
314309872114206760,2021-08-01,0.15
314309872114206760,2021-08-01,0.15
314309872114206760,2021-08-01,0.15
314309872114206760,2021-08-01,0.15
314309872114206760,2021-08-01,0.09
314309872114206760,2021-08-01,0.09
314309872114206760,2021-08-01,0.09
314309872114206760,2021-08-01,0.09
314309872114206760,2021-09-01,0.12
314309872114206760,2021-09-01,0.12
314309872114206760,2021-09-01,0.12
314309872114206760,2021-09-01,0.12
314309872114206760,2021-09-01,0.12
314309872114206760,2021-09-01,0.1
314309872114206760,2021-09-01,0.1
314309872114206760,2021-09-01,0.1
314309872114206760,2021-09-01,0.1
314309872114206760,2021-09-01,0.1
314309872114206760,2021-09-01,0.1
314309872114206760,2021-09-01,0.1
314309872114206760,2021-09-01,0.1
314309872114206760,2021-10-01,0.27
2250817603281429928,2021-07-01,0.11
2250817603281429928,2021-08-01,0.1
2250817603281429928,2021-08-01,0.12
2250817603281429928,2021-08-01,0.1
2250817603281429928,2021-08-01,0.1
2250817603281429928,2021-09-01,0.19
2250817603281429928,2021-09-01,0.12
2250817603281429928,2021-10-01,0.15
2250817603281429928,2021-10-01,0.18
2250817603281429928,2021-10-01,0.17
2250817603281429928,2021-10-01,0.16
2250817603281429928,2021-10-01,0.11
5301988619224057921,2021-07-01,0.68
5301988619224057921,2021-07-01,0.68
5301988619224057921,2021-07-01,0.67
5301988619224057921,2021-07-01,0.65
5301988619224057921,2021-07-01,0.64
5301988619224057921,2021-07-01,0.65
5301988619224057921,2021-07-01,0.96
5301988619224057921,2021-07-01,0.71
5301988619224057921,2021-07-01,0.71
5301988619224057921,2021-07-01,0.71
5301988619224057921,2021-07-01,0.96
5301988619224057921,2021-08-01,1.0
5301988619224057921,2021-08-01,0.88
5301988619224057921,2021-09-01,0.61
5301988619224057921,2021-09-01,0.56
5301988619224057921,2021-09-01,0.97
5301988619224057921,2021-09-01,0.97
5301988619224057921,2021-09-01,0.56
5301988619224057921,2021-09-01,0.56
5301988619224057921,2021-09-01,0.58
5301988619224057921,2021-09-01,0.59
5301988619224057921,2021-09-01,0.62
5301988619224057921,2021-09-01,0.58
5301988619224057921,2021-09-01,0.59
5301988619224057921,2021-09-01,0.58
5301988619224057921,2021-09-01,0.58
5301988619224057921,2021-09-01,0.61
5301988619224057921,2021-10-01,0.99
5301988619224057921,2021-10-01,0.91
5301988619224057921,2021-10-01,0.9
5301988619224057921,2021-10-01,0.92
5301988619224057921,2021-10-01,0.9
5301988619224057921,2021-10-01,0.89
5301988619224057921,2021-10-01,0.9
5301988619224057921,2021-11-01,0.74
5301988619224057921,2021-11-01,0.74
5301988619224057921,2021-11-01,0.67
3248432590399829766,2021-07-01,0.11
3248432590399829766,2021-07-01,0.1
3248432590399829766,2021-07-01,0.14
3248432590399829766,2021-07-01,0.14
3248432590399829766,2021-07-01,0.14
3248432590399829766,2021-08-01,0.12
3248432590399829766,2021-08-01,0.11
3248432590399829766,2021-08-01,0.07
3248432590399829766,2021-08-01,0.06
3248432590399829766,2021-10-01,0.25
3248432590399829766,2021-10-01,0.19
3248432590399829766,2021-11-01,0.2
3248432590399829766,2021-11-01,0.52
3248432590399829766,2021-11-01,0.18
3248432590399829766,2021-11-01,0.21
3248432590399829766,2021-11-01,0.21
4095739077267179172,2021-07-01,0.14
4095739077267179172,2021-07-01,0.16
4095739077267179172,2021-07-01,0.19
4095739077267179172,2021-07-01,0.07
4095739077267179172,2021-07-01,0.18
4095739077267179172,2021-09-01,0.46
4095739077267179172,2021-09-01,0.55
4095739077267179172,2021-10-01,0.31
4095739077267179172,2021-10-01,0.26
4095739077267179172,2021-10-01,0.24
4095739077267179172,2021-10-01,0.3
4095739077267179172,2021-11-01,0.31
4095739077267179172,2021-11-01,0.27
2092588065958607289,2021-07-01,0.45
2092588065958607289,2021-07-01,0.4
2092588065958607289,2021-07-01,0.4
2092588065958607289,2021-07-01,0.45
2092588065958607289,2021-07-01,0.44
2092588065958607289,2021-07-01,0.44
2092588065958607289,2021-07-01,0.44
2092588065958607289,2021-07-01,0.45
2092588065958607289,2021-07-01,0.4
2092588065958607289,2021-07-01,0.44
2092588065958607289,2021-07-01,0.46
2092588065958607289,2021-08-01,0.62
2092588065958607289,2021-08-01,0.62
2092588065958607289,2021-08-01,0.62
2092588065958607289,2021-08-01,0.87
2092588065958607289,2021-08-01,0.62
2092588065958607289,2021-08-01,0.64
2092588065958607289,2021-08-01,0.63
2092588065958607289,2021-08-01,0.62
2092588065958607289,2021-08-01,0.63
2092588065958607289,2021-08-01,0.61
2092588065958607289,2021-08-01,0.62
2092588065958607289,2021-08-01,0.63
2092588065958607289,2021-08-01,0.64
2092588065958607289,2021-08-01,0.64
2092588065958607289,2021-08-01,0.63
2092588065958607289,2021-08-01,0.63
2092588065958607289,2021-09-01,0.36
2092588065958607289,2021-09-01,0.49
2092588065958607289,2021-09-01,0.49
2092588065958607289,2021-09-01,0.36
2092588065958607289,2021-09-01,0.35
2092588065958607289,2021-09-01,0.35
2092588065958607289,2021-09-01,0.37
2092588065958607289,2021-09-01,0.26
2092588065958607289,2021-09-01,0.25
2092588065958607289,2021-10-01,0.21
2092588065958607289,2021-10-01,0.21
2092588065958607289,2021-10-01,0.13
2092588065958607289,2021-10-01,0.11
2092588065958607289,2021-10-01,0.15
2092588065958607289,2021-10-01,0.15
2092588065958607289,2021-10-01,0.15
2092588065958607289,2021-11-01,0.61
2092588065958607289,2021-11-01,0.61
2092588065958607289,2021-11-01,0.61
2092588065958607289,2021-11-01,0.61
2092588065958607289,2021-11-01,0.69
2092588065958607289,2021-11-01,0.67
2092588065958607289,2021-11-01,0.69
2092588065958607289,2021-11-01,0.69
2092588065958607289,2021-11-01,0.68
2092588065958607289,2021-11-01,0.69
1078687383992817574,2021-07-01,0.76
1078687383992817574,2021-08-01,0.66
1078687383992817574,2021-08-01,0.64
1078687383992817574,2021-08-01,0.66
1078687383992817574,2021-08-01,0.66
1078687383992817574,2021-08-01,0.66
1078687383992817574,2021-08-01,0.77
1078687383992817574,2021-08-01,0.73
1078687383992817574,2021-08-01,0.79
1078687383992817574,2021-08-01,0.73
1078687383992817574,2021-08-01,0.8
1078687383992817574,2021-09-01,0.67
1078687383992817574,2021-09-01,0.65
1078687383992817574,2021-09-01,0.77
1078687383992817574,2021-09-01,0.67
1078687383992817574,2021-09-01,0.73
1078687383992817574,2021-09-01,0.73
1078687383992817574,2021-10-01,0.54
1078687383992817574,2021-10-01,0.54
1078687383992817574,2021-10-01,0.49
1078687383992817574,2021-10-01,0.55
1078687383992817574,2021-10-01,0.54
1078687383992817574,2021-10-01,0.49
1078687383992817574,2021-10-01,0.55
1078687383992817574,2021-10-01,0.55
4717593620120611957,2021-09-01,0.24
4717593620120611957,2021-09-01,0.25
4717593620120611957,2021-10-01,0.28
4717593620120611957,2021-10-01,0.28
7970976988071755401,2021-07-01,0.62
7970976988071755401,2021-07-01,0.63
7970976988071755401,2021-08-01,0.23
7970976988071755401,2021-08-01,0.6
7970976988071755401,2021-08-01,0.23
7970976988071755401,2021-08-01,0.23
7970976988071755401,2021-08-01,0.23
7970976988071755401,2021-08-01,0.23
7970976988071755401,2021-09-01,0.24
7970976988071755401,2021-09-01,0.24
7970976988071755401,2021-09-01,0.21
7970976988071755401,2021-09-01,0.22
7970976988071755401,2021-10-01,0.68
7970976988071755401,2021-10-01,0.65
7970976988071755401,2021-10-01,0.65
7970976988071755401,2021-10-01,0.62
7970976988071755401,2021-11-01,0.42
1683619849073499603,2021-07-01,0.19
1683619849073499603,2021-07-01,0.2
1683619849073499603,2021-07-01,0.14
1683619849073499603,2021-08-01,0.13
1683619849073499603,2021-08-01,0.13
1683619849073499603,2021-08-01,0.14
1683619849073499603,2021-08-01,0.13
1683619849073499603,2021-08-01,0.14
1683619849073499603,2021-09-01,0.18
1683619849073499603,2021-09-01,0.15
1683619849073499603,2021-09-01,0.18
1683619849073499603,2021-09-01,0.17
1683619849073499603,2021-10-01,0.11
1683619849073499603,2021-10-01,0.1
1683619849073499603,2021-10-01,0.12
1683619849073499603,2021-10-01,0.16
1683619849073499603,2021-11-01,0.19
1683619849073499603,2021-11-01,0.75
1683619849073499603,2021-11-01,0.19
1683619849073499603,2021-11-01,0.19
1683619849073499603,2021-11-01,0.11
8784237149961904,2021-07-01,0.2
8784237149961904,2021-07-01,0.14
8784237149961904,2021-07-01,0.12
8784237149961904,2021-08-01,0.23
8784237149961904,2021-08-01,0.22
8784237149961904,2021-08-01,0.27
8784237149961904,2021-08-01,0.18
8784237149961904,2021-08-01,0.27
8784237149961904,2021-08-01,0.24
8784237149961904,2021-08-01,0.14
8784237149961904,2021-08-01,0.24
8784237149961904,2021-09-01,0.14
8784237149961904,2021-09-01,0.18
8784237149961904,2021-09-01,0.2
8784237149961904,2021-10-01,0.05
8784237149961904,2021-10-01,0.14
8784237149961904,2021-10-01,0.08
8784237149961904,2021-10-01,0.11
8784237149961904,2021-10-01,0.1
8784237149961904,2021-10-01,0.13
8784237149961904,2021-11-01,0.22
8784237149961904,2021-11-01,0.12
8784237149961904,2021-11-01,0.15
8784237149961904,2021-11-01,0.22
8784237149961904,2021-11-01,0.17
6926309382371178621,2021-07-01,0.16
6926309382371178621,2021-08-01,0.09
6926309382371178621,2021-09-01,0.09
6926309382371178621,2021-11-01,0.14
5753677550753111444,2021-07-01,0.14
5753677550753111444,2021-07-01,0.17
5753677550753111444,2021-07-01,0.14
5753677550753111444,2021-07-01,0.16
5753677550753111444,2021-08-01,0.1
5753677550753111444,2021-08-01,0.1
5753677550753111444,2021-08-01,0.21
5753677550753111444,2021-08-01,0.21
5753677550753111444,2021-09-01,0.13
5753677550753111444,2021-09-01,0.12
5753677550753111444,2021-09-01,0.12
5753677550753111444,2021-10-01,0.12
5753677550753111444,2021-10-01,0.15
5753677550753111444,2021-10-01,0.1
5753677550753111444,2021-10-01,0.12
5753677550753111444,2021-10-01,0.1
5753677550753111444,2021-11-01,0.17
5753677550753111444,2021-11-01,0.12
4524147234488547993,2021-07-01,0.21
4524147234488547993,2021-07-01,0.21
4524147234488547993,2021-07-01,0.16
4524147234488547993,2021-07-01,0.13
4524147234488547993,2021-07-01,0.15
4524147234488547993,2021-08-01,0.13
4524147234488547993,2021-08-01,0.13
4524147234488547993,2021-08-01,0.16
4524147234488547993,2021-08-01,0.19
4524147234488547993,2021-09-01,0.07
4524147234488547993,2021-09-01,0.1
4524147234488547993,2021-10-01,0.22
4524147234488547993,2021-10-01,0.22
4524147234488547993,2021-10-01,0.2
4524147234488547993,2021-11-01,0.44
4524147234488547993,2021-11-01,0.42
4347826483121154490,2021-07-01,0.28
4347826483121154490,2021-07-01,0.22
4347826483121154490,2021-07-01,0.26
4347826483121154490,2021-07-01,0.21
4347826483121154490,2021-07-01,0.26
4347826483121154490,2021-07-01,0.33
4347826483121154490,2021-07-01,0.22
4347826483121154490,2021-07-01,0.21
4347826483121154490,2021-07-01,0.23
4347826483121154490,2021-07-01,0.23
4347826483121154490,2021-07-01,0.22
4347826483121154490,2021-07-01,0.32
4347826483121154490,2021-07-01,0.18
4347826483121154490,2021-07-01,0.18
4347826483121154490,2021-07-01,0.26
4347826483121154490,2021-07-01,0.3
4347826483121154490,2021-07-01,0.25
4347826483121154490,2021-07-01,0.35
4347826483121154490,2021-07-01,0.25
4347826483121154490,2021-08-01,0.27
4347826483121154490,2021-08-01,0.12
4347826483121154490,2021-08-01,0.27
4347826483121154490,2021-08-01,0.12
4347826483121154490,2021-08-01,0.23
4347826483121154490,2021-08-01,0.13
4347826483121154490,2021-08-01,0.26
4347826483121154490,2021-08-01,0.15
4347826483121154490,2021-08-01,0.31
4347826483121154490,2021-08-01,0.15
4347826483121154490,2021-08-01,0.35
4347826483121154490,2021-08-01,0.13
4347826483121154490,2021-08-01,0.15
4347826483121154490,2021-08-01,0.15
4347826483121154490,2021-08-01,0.27
4347826483121154490,2021-08-01,0.16
4347826483121154490,2021-08-01,0.12
4347826483121154490,2021-09-01,0.4
4347826483121154490,2021-09-01,0.41
4347826483121154490,2021-09-01,0.41
4347826483121154490,2021-09-01,0.41
4347826483121154490,2021-09-01,0.41
4347826483121154490,2021-09-01,0.41
4347826483121154490,2021-09-01,0.37
4347826483121154490,2021-09-01,0.44
4347826483121154490,2021-09-01,0.41
4347826483121154490,2021-09-01,0.37
4347826483121154490,2021-09-01,0.42
4347826483121154490,2021-09-01,0.36
4347826483121154490,2021-09-01,0.41
4347826483121154490,2021-09-01,0.37
4347826483121154490,2021-10-01,0.26
4347826483121154490,2021-10-01,0.18
4347826483121154490,2021-10-01,0.23
4347826483121154490,2021-10-01,0.24
4347826483121154490,2021-10-01,0.17
4347826483121154490,2021-10-01,0.28
4347826483121154490,2021-10-01,0.32
4347826483121154490,2021-10-01,0.21
4347826483121154490,2021-11-01,0.18
4347826483121154490,2021-11-01,0.15
4347826483121154490,2021-11-01,0.16
4347826483121154490,2021-11-01,0.14
4347826483121154490,2021-11-01,0.18
4347826483121154490,2021-11-01,0.3
4347826483121154490,2021-11-01,0.18
4347826483121154490,2021-11-01,0.14
6100972975033180377,2021-08-01,0.23
6100972975033180377,2021-08-01,0.16
6100972975033180377,2021-09-01,0.13
6100972975033180377,2021-10-01,0.19
6100972975033180377,2021-11-01,0.1
6100972975033180377,2021-11-01,0.05
6100972975033180377,2021-11-01,0.21
6100972975033180377,2021-11-01,0.09
4334472256949955221,2021-07-01,0.5
4334472256949955221,2021-07-01,0.5
4334472256949955221,2021-07-01,0.34
4334472256949955221,2021-08-01,0.22
4334472256949955221,2021-08-01,0.26
4334472256949955221,2021-09-01,0.25
4334472256949955221,2021-09-01,0.23
4334472256949955221,2021-09-01,0.27
4334472256949955221,2021-09-01,0.27
4334472256949955221,2021-10-01,0.22
4334472256949955221,2021-10-01,0.23
4334472256949955221,2021-10-01,0.29
4334472256949955221,2021-10-01,0.23
4334472256949955221,2021-11-01,0.72
4334472256949955221,2021-11-01,0.34
4334472256949955221,2021-11-01,0.34
2619109825960703851,2021-08-01,0.08
2619109825960703851,2021-08-01,0.1
